language1,language2,common_actors,paradigm1,paradigm2
Dart,C#,0,oob,oob
Dart,TypeScript,2,oob,oob
Dart,CSS,10,oob,declarative
Dart,Go,1,oob,multi
Dart,C,1,oob,imperative
Dart,Shell,2,oob,scripted
Dart,Swift,0,oob,multi
Dart,Scala,1,oob,multi
Dart,PowerShell,0,oob,scripted
Dart,Jupyter Notebook,0,oob,oob
Dart,Rust,1,oob,multi
Dart,Objective-C,2,oob,oob
Dart,Kotlin,0,oob,oob
Dart,R,0,oob,multi
Dart,Lua,0,oob,multi
Dart,Perl,0,oob,multi
Dart,Julia,0,oob,multi
Dart,Groovy,0,oob,functional
Dart,Elixir,0,oob,functional
Dart,CoffeeScript,0,oob,multi
Dart,Haskell,0,oob,functional
Dart,Clojure,0,oob,functional
Dart,OCaml,0,oob,functional
Dart,Matlab,0,oob,multi
Dart,Nix,0,oob,declarative
Dart,Vim script,1,oob,scripted
Dart,Erlang,0,oob,functional
Dart,Dart,129,oob,oob
Dart,XSLT,0,oob,declarative
Dart,Emacs Lisp,0,oob,scripted
Dart,Visual Basic,0,oob,multi
Dart,Arduino,0,oob,imperative
Dart,PLpgSQL,0,oob,declarative
Dart,D,0,oob,multi
Dart,Assembly,2,oob,machine
Dart,Fortran,0,oob,imperative
Dart,F#,0,oob,multi
Dart,Batchfile,0,oob,scripted
Dart,Mathematica,0,oob,undefined
Dart,Crystal,0,oob,oob
Dart,Apex,0,oob,undefined
Dart,Elm,0,oob,declarative
Dart,Smalltalk,0,oob,oob
Java,JavaScript,1406,oob,oob
Java,Java,23581,oob,oob
Java,Python,672,oob,oob
Java,HTML,821,oob,declarative
Java,Ruby,233,oob,oob
Java,PHP,253,oob,procedural
Java,C++,269,oob,procedural
Java,C#,227,oob,oob
Java,TypeScript,293,oob,oob
Java,CSS,381,oob,declarative
Java,Go,204,oob,multi
Java,C,203,oob,imperative
Java,Shell,525,oob,scripted
Java,Swift,94,oob,multi
Java,Scala,142,oob,multi
Java,PowerShell,7,oob,scripted
Java,Jupyter Notebook,45,oob,oob
Java,Rust,17,oob,multi
Java,Objective-C,152,oob,oob
Java,Kotlin,186,oob,oob
Java,R,17,oob,multi
Java,Lua,12,oob,multi
Java,Perl,32,oob,multi
Java,Julia,1,oob,multi
Java,Groovy,137,oob,functional
Java,Elixir,9,oob,functional
Java,CoffeeScript,21,oob,multi
Java,Haskell,11,oob,functional
Java,Clojure,20,oob,functional
Java,OCaml,8,oob,functional
Java,Matlab,13,oob,multi
Java,Nix,4,oob,declarative
Java,Vim script,5,oob,scripted
Java,Erlang,6,oob,functional
Java,Dart,11,oob,oob
Java,XSLT,37,oob,declarative
Java,Emacs Lisp,4,oob,scripted
Java,Visual Basic,2,oob,multi
Java,Arduino,21,oob,imperative
Java,PLpgSQL,22,oob,declarative
Java,D,2,oob,multi
Java,Assembly,4,oob,machine
Java,Fortran,2,oob,imperative
Java,F#,2,oob,multi
Java,Batchfile,6,oob,scripted
Java,Mathematica,1,oob,undefined
Java,Crystal,1,oob,oob
Java,Apex,2,oob,undefined
Java,Elm,3,oob,declarative
Java,Smalltalk,0,oob,oob
JavaScript,JavaScript,40483,oob,oob
JavaScript,Java,1406,oob,oob
JavaScript,Python,1787,oob,oob
JavaScript,HTML,3233,oob,declarative
JavaScript,Ruby,1075,oob,oob
JavaScript,PHP,986,oob,procedural
JavaScript,C++,408,oob,procedural
JavaScript,C#,440,oob,oob
JavaScript,TypeScript,1150,oob,oob
JavaScript,CSS,1845,oob,declarative
JavaScript,Go,469,oob,multi
JavaScript,C,297,oob,imperative
JavaScript,Shell,724,oob,scripted
JavaScript,Swift,128,oob,multi
JavaScript,Scala,127,oob,multi
JavaScript,PowerShell,50,oob,scripted
JavaScript,Jupyter Notebook,65,oob,oob
JavaScript,Rust,78,oob,multi
JavaScript,Objective-C,237,oob,oob
JavaScript,Kotlin,49,oob,oob
JavaScript,R,35,oob,multi
JavaScript,Lua,49,oob,multi
JavaScript,Perl,55,oob,multi
JavaScript,Julia,11,oob,multi
JavaScript,Groovy,69,oob,functional
JavaScript,Elixir,69,oob,functional
JavaScript,CoffeeScript,157,oob,multi
JavaScript,Haskell,34,oob,functional
JavaScript,Clojure,33,oob,functional
JavaScript,OCaml,21,oob,functional
JavaScript,Matlab,10,oob,multi
JavaScript,Nix,7,oob,declarative
JavaScript,Vim script,40,oob,scripted
JavaScript,Erlang,17,oob,functional
JavaScript,Dart,10,oob,oob
JavaScript,XSLT,28,oob,declarative
JavaScript,Emacs Lisp,13,oob,scripted
JavaScript,Visual Basic,7,oob,multi
JavaScript,Arduino,15,oob,imperative
JavaScript,PLpgSQL,46,oob,declarative
JavaScript,D,1,oob,multi
JavaScript,Assembly,10,oob,machine
JavaScript,Fortran,1,oob,imperative
JavaScript,F#,8,oob,multi
JavaScript,Batchfile,14,oob,scripted
JavaScript,Mathematica,3,oob,undefined
JavaScript,Crystal,1,oob,oob
JavaScript,Apex,10,oob,undefined
JavaScript,Elm,19,oob,declarative
JavaScript,Smalltalk,1,oob,oob
Jupyter Notebook,JavaScript,65,oob,oob
Jupyter Notebook,Java,45,oob,oob
Jupyter Notebook,Python,401,oob,oob
Jupyter Notebook,HTML,91,oob,declarative
Jupyter Notebook,Ruby,12,oob,oob
Jupyter Notebook,PHP,4,oob,procedural
Jupyter Notebook,C++,54,oob,procedural
Jupyter Notebook,C#,12,oob,oob
Jupyter Notebook,TypeScript,10,oob,oob
Jupyter Notebook,CSS,30,oob,declarative
Jupyter Notebook,Go,6,oob,multi
Jupyter Notebook,C,30,oob,imperative
Jupyter Notebook,Shell,59,oob,scripted
Jupyter Notebook,Swift,7,oob,multi
Jupyter Notebook,Scala,11,oob,multi
Jupyter Notebook,PowerShell,1,oob,scripted
Jupyter Notebook,Jupyter Notebook,2009,oob,oob
Jupyter Notebook,Rust,4,oob,multi
Jupyter Notebook,Objective-C,5,oob,oob
Jupyter Notebook,Kotlin,0,oob,oob
Jupyter Notebook,R,20,oob,multi
Jupyter Notebook,Lua,2,oob,multi
Jupyter Notebook,Perl,2,oob,multi
Jupyter Notebook,Julia,10,oob,multi
Jupyter Notebook,Groovy,1,oob,functional
Jupyter Notebook,Elixir,0,oob,functional
Jupyter Notebook,CoffeeScript,2,oob,multi
Jupyter Notebook,Haskell,4,oob,functional
Jupyter Notebook,Clojure,0,oob,functional
Jupyter Notebook,OCaml,1,oob,functional
Jupyter Notebook,Matlab,14,oob,multi
Jupyter Notebook,Nix,1,oob,declarative
Jupyter Notebook,Vim script,0,oob,scripted
Jupyter Notebook,Erlang,0,oob,functional
Jupyter Notebook,Dart,0,oob,oob
Jupyter Notebook,XSLT,2,oob,declarative
Jupyter Notebook,Emacs Lisp,1,oob,scripted
Jupyter Notebook,Visual Basic,0,oob,multi
Jupyter Notebook,Arduino,2,oob,imperative
Jupyter Notebook,PLpgSQL,1,oob,declarative
Jupyter Notebook,D,0,oob,multi
Jupyter Notebook,Assembly,0,oob,machine
Jupyter Notebook,Fortran,5,oob,imperative
Jupyter Notebook,F#,0,oob,multi
Jupyter Notebook,Batchfile,2,oob,scripted
Jupyter Notebook,Mathematica,1,oob,undefined
Jupyter Notebook,Crystal,0,oob,oob
Jupyter Notebook,Apex,0,oob,undefined
Jupyter Notebook,Elm,1,oob,declarative
Jupyter Notebook,Smalltalk,0,oob,oob
Kotlin,JavaScript,49,oob,oob
Kotlin,Java,186,oob,oob
Kotlin,Python,25,oob,oob
Kotlin,HTML,22,oob,declarative
Kotlin,Ruby,13,oob,oob
Kotlin,PHP,7,oob,procedural
Kotlin,C++,19,oob,procedural
Kotlin,C#,8,oob,oob
Kotlin,TypeScript,15,oob,oob
Kotlin,CSS,11,oob,declarative
Kotlin,Go,13,oob,multi
Kotlin,C,8,oob,imperative
Kotlin,Shell,20,oob,scripted
Kotlin,Swift,16,oob,multi
Kotlin,Scala,6,oob,multi
Kotlin,PowerShell,0,oob,scripted
Kotlin,Jupyter Notebook,0,oob,oob
Kotlin,Rust,5,oob,multi
Kotlin,Objective-C,7,oob,oob
Kotlin,Kotlin,984,oob,oob
Kotlin,R,1,oob,multi
Kotlin,Lua,1,oob,multi
Kotlin,Perl,0,oob,multi
Kotlin,Julia,0,oob,multi
Kotlin,Groovy,14,oob,functional
Kotlin,Elixir,2,oob,functional
Kotlin,CoffeeScript,1,oob,multi
Kotlin,Haskell,0,oob,functional
Kotlin,Clojure,0,oob,functional
Kotlin,OCaml,1,oob,functional
Kotlin,Matlab,0,oob,multi
Kotlin,Nix,0,oob,declarative
Kotlin,Vim script,0,oob,scripted
Kotlin,Erlang,1,oob,functional
Kotlin,Dart,0,oob,oob
Kotlin,XSLT,2,oob,declarative
Kotlin,Emacs Lisp,0,oob,scripted
Kotlin,Visual Basic,0,oob,multi
Kotlin,Arduino,0,oob,imperative
Kotlin,PLpgSQL,3,oob,declarative
Kotlin,D,1,oob,multi
Kotlin,Assembly,1,oob,machine
Kotlin,Fortran,0,oob,imperative
Kotlin,F#,0,oob,multi
Kotlin,Batchfile,0,oob,scripted
Kotlin,Mathematica,0,oob,undefined
Kotlin,Crystal,0,oob,oob
Kotlin,Apex,0,oob,undefined
Kotlin,Elm,0,oob,declarative
Kotlin,Smalltalk,0,oob,oob
Objective-C,JavaScript,237,oob,oob
Objective-C,Java,152,oob,oob
Objective-C,Python,37,oob,oob
Objective-C,HTML,44,oob,declarative
Objective-C,Ruby,44,oob,oob
Objective-C,PHP,21,oob,procedural
Objective-C,C++,38,oob,procedural
Objective-C,C#,32,oob,oob
Objective-C,TypeScript,27,oob,oob
Objective-C,CSS,19,oob,declarative
Objective-C,Go,16,oob,multi
Objective-C,C,34,oob,imperative
Objective-C,Shell,17,oob,scripted
Objective-C,Swift,130,oob,multi
Objective-C,Scala,0,oob,multi
Objective-C,PowerShell,1,oob,scripted
Objective-C,Jupyter Notebook,5,oob,oob
Objective-C,Rust,4,oob,multi
Objective-C,Objective-C,1635,oob,oob
Objective-C,Kotlin,7,oob,oob
Objective-C,R,0,oob,multi
Objective-C,Lua,3,oob,multi
Objective-C,Perl,0,oob,multi
Objective-C,Julia,1,oob,multi
Objective-C,Groovy,1,oob,functional
Objective-C,Elixir,2,oob,functional
Objective-C,CoffeeScript,3,oob,multi
Objective-C,Haskell,1,oob,functional
Objective-C,Clojure,3,oob,functional
Objective-C,OCaml,2,oob,functional
Objective-C,Matlab,2,oob,multi
Objective-C,Nix,0,oob,declarative
Objective-C,Vim script,1,oob,scripted
Objective-C,Erlang,1,oob,functional
Objective-C,Dart,2,oob,oob
Objective-C,XSLT,0,oob,declarative
Objective-C,Emacs Lisp,1,oob,scripted
Objective-C,Visual Basic,0,oob,multi
Objective-C,Arduino,1,oob,imperative
Objective-C,PLpgSQL,0,oob,declarative
Objective-C,D,0,oob,multi
Objective-C,Assembly,0,oob,machine
Objective-C,Fortran,0,oob,imperative
Objective-C,F#,0,oob,multi
Objective-C,Batchfile,0,oob,scripted
Objective-C,Mathematica,0,oob,undefined
Objective-C,Crystal,1,oob,oob
Objective-C,Apex,0,oob,undefined
Objective-C,Elm,0,oob,declarative
Objective-C,Smalltalk,0,oob,oob
Python,JavaScript,1787,oob,oob
Python,Java,672,oob,oob
Python,Python,23954,oob,oob
Python,HTML,1139,oob,declarative
Python,Ruby,444,oob,oob
Python,PHP,281,oob,procedural
Python,C++,755,oob,procedural
Python,C#,159,oob,oob
Python,TypeScript,184,oob,oob
Python,CSS,521,oob,declarative
Python,Go,466,oob,multi
Python,C,510,oob,imperative
Python,Shell,1028,oob,scripted
Python,Swift,42,oob,multi
Python,Scala,77,oob,multi
Python,PowerShell,29,oob,scripted
Python,Jupyter Notebook,401,oob,oob
Python,Rust,78,oob,multi
Python,Objective-C,37,oob,oob
Python,Kotlin,25,oob,oob
Python,R,53,oob,multi
Python,Lua,49,oob,multi
Python,Perl,82,oob,multi
Python,Julia,14,oob,multi
Python,Groovy,61,oob,functional
Python,Elixir,23,oob,functional
Python,CoffeeScript,30,oob,multi
Python,Haskell,34,oob,functional
Python,Clojure,16,oob,functional
Python,OCaml,6,oob,functional
Python,Matlab,40,oob,multi
Python,Nix,14,oob,declarative
Python,Vim script,28,oob,scripted
Python,Erlang,16,oob,functional
Python,Dart,4,oob,oob
Python,XSLT,25,oob,declarative
Python,Emacs Lisp,23,oob,scripted
Python,Visual Basic,5,oob,multi
Python,Arduino,20,oob,imperative
Python,PLpgSQL,29,oob,declarative
Python,D,6,oob,multi
Python,Assembly,6,oob,machine
Python,Fortran,21,oob,imperative
Python,F#,3,oob,multi
Python,Batchfile,15,oob,scripted
Python,Mathematica,3,oob,undefined
Python,Crystal,3,oob,oob
Python,Apex,4,oob,undefined
Python,Elm,5,oob,declarative
Python,Smalltalk,3,oob,oob
Ruby,JavaScript,1075,oob,oob
Ruby,Java,233,oob,oob
Ruby,Python,444,oob,oob
Ruby,HTML,672,oob,declarative
Ruby,Ruby,10093,oob,oob
Ruby,PHP,159,oob,procedural
Ruby,C++,87,oob,procedural
Ruby,C#,67,oob,oob
Ruby,TypeScript,98,oob,oob
Ruby,CSS,396,oob,declarative
Ruby,Go,214,oob,multi
Ruby,C,106,oob,imperative
Ruby,Shell,314,oob,scripted
Ruby,Swift,61,oob,multi
Ruby,Scala,32,oob,multi
Ruby,PowerShell,18,oob,scripted
Ruby,Jupyter Notebook,12,oob,oob
Ruby,Rust,37,oob,multi
Ruby,Objective-C,44,oob,oob
Ruby,Kotlin,13,oob,oob
Ruby,R,12,oob,multi
Ruby,Lua,13,oob,multi
Ruby,Perl,35,oob,multi
Ruby,Julia,2,oob,multi
Ruby,Groovy,21,oob,functional
Ruby,Elixir,48,oob,functional
Ruby,CoffeeScript,36,oob,multi
Ruby,Haskell,12,oob,functional
Ruby,Clojure,22,oob,functional
Ruby,OCaml,6,oob,functional
Ruby,Matlab,0,oob,multi
Ruby,Nix,2,oob,declarative
Ruby,Vim script,27,oob,scripted
Ruby,Erlang,11,oob,functional
Ruby,Dart,3,oob,oob
Ruby,XSLT,13,oob,declarative
Ruby,Emacs Lisp,10,oob,scripted
Ruby,Visual Basic,3,oob,multi
Ruby,Arduino,6,oob,imperative
Ruby,PLpgSQL,7,oob,declarative
Ruby,D,3,oob,multi
Ruby,Assembly,2,oob,machine
Ruby,Fortran,0,oob,imperative
Ruby,F#,3,oob,multi
Ruby,Batchfile,0,oob,scripted
Ruby,Mathematica,1,oob,undefined
Ruby,Crystal,14,oob,oob
Ruby,Apex,1,oob,undefined
Ruby,Elm,3,oob,declarative
Ruby,Smalltalk,0,oob,oob
Smalltalk,JavaScript,1,oob,oob
Smalltalk,Java,0,oob,oob
Smalltalk,Python,3,oob,oob
Smalltalk,HTML,3,oob,declarative
Smalltalk,Ruby,0,oob,oob
Smalltalk,PHP,1,oob,procedural
Smalltalk,C++,0,oob,procedural
Smalltalk,C#,2,oob,oob
Smalltalk,TypeScript,0,oob,oob
Smalltalk,CSS,5,oob,declarative
Smalltalk,Go,0,oob,multi
Smalltalk,C,1,oob,imperative
Smalltalk,Shell,5,oob,scripted
Smalltalk,Swift,0,oob,multi
Smalltalk,Scala,3,oob,multi
Smalltalk,PowerShell,0,oob,scripted
Smalltalk,Jupyter Notebook,0,oob,oob
Smalltalk,Rust,0,oob,multi
Smalltalk,Objective-C,0,oob,oob
Smalltalk,Kotlin,0,oob,oob
Smalltalk,R,0,oob,multi
Smalltalk,Lua,0,oob,multi
Smalltalk,Perl,0,oob,multi
Smalltalk,Julia,0,oob,multi
Smalltalk,Groovy,0,oob,functional
Smalltalk,Elixir,0,oob,functional
Smalltalk,CoffeeScript,0,oob,multi
Smalltalk,Haskell,0,oob,functional
Smalltalk,Clojure,0,oob,functional
Smalltalk,OCaml,0,oob,functional
Smalltalk,Matlab,0,oob,multi
Smalltalk,Nix,0,oob,declarative
Smalltalk,Vim script,0,oob,scripted
Smalltalk,Erlang,0,oob,functional
Smalltalk,Dart,0,oob,oob
Smalltalk,XSLT,1,oob,declarative
Smalltalk,Emacs Lisp,0,oob,scripted
Smalltalk,Visual Basic,0,oob,multi
Smalltalk,Arduino,0,oob,imperative
Smalltalk,PLpgSQL,0,oob,declarative
Smalltalk,D,0,oob,multi
Smalltalk,Assembly,0,oob,machine
Smalltalk,Fortran,0,oob,imperative
Smalltalk,F#,0,oob,multi
Smalltalk,Batchfile,0,oob,scripted
Smalltalk,Mathematica,0,oob,undefined
Smalltalk,Crystal,0,oob,oob
Smalltalk,Apex,0,oob,undefined
Smalltalk,Elm,0,oob,declarative
Smalltalk,Smalltalk,55,oob,oob
TypeScript,JavaScript,1150,oob,oob
TypeScript,Java,293,oob,oob
TypeScript,Python,184,oob,oob
TypeScript,HTML,338,oob,declarative
TypeScript,Ruby,98,oob,oob
TypeScript,PHP,91,oob,procedural
TypeScript,C++,47,oob,procedural
TypeScript,C#,159,oob,oob
TypeScript,TypeScript,5880,oob,oob
TypeScript,CSS,213,oob,declarative
TypeScript,Go,83,oob,multi
TypeScript,C,23,oob,imperative
TypeScript,Shell,103,oob,scripted
TypeScript,Swift,23,oob,multi
TypeScript,Scala,29,oob,multi
TypeScript,PowerShell,18,oob,scripted
TypeScript,Jupyter Notebook,10,oob,oob
TypeScript,Rust,12,oob,multi
TypeScript,Objective-C,27,oob,oob
TypeScript,Kotlin,15,oob,oob
TypeScript,R,2,oob,multi
TypeScript,Lua,4,oob,multi
TypeScript,Perl,1,oob,multi
TypeScript,Julia,4,oob,multi
TypeScript,Groovy,23,oob,functional
TypeScript,Elixir,14,oob,functional
TypeScript,CoffeeScript,33,oob,multi
TypeScript,Haskell,4,oob,functional
TypeScript,Clojure,1,oob,functional
TypeScript,OCaml,1,oob,functional
TypeScript,Matlab,0,oob,multi
TypeScript,Nix,0,oob,declarative
TypeScript,Vim script,10,oob,scripted
TypeScript,Erlang,0,oob,functional
TypeScript,Dart,2,oob,oob
TypeScript,XSLT,3,oob,declarative
TypeScript,Emacs Lisp,1,oob,scripted
TypeScript,Visual Basic,2,oob,multi
TypeScript,Arduino,3,oob,imperative
TypeScript,PLpgSQL,3,oob,declarative
TypeScript,D,1,oob,multi
TypeScript,Assembly,1,oob,machine
TypeScript,Fortran,0,oob,imperative
TypeScript,F#,6,oob,multi
TypeScript,Batchfile,6,oob,scripted
TypeScript,Mathematica,0,oob,undefined
TypeScript,Crystal,1,oob,oob
TypeScript,Apex,0,oob,undefined
TypeScript,Elm,2,oob,declarative
TypeScript,Smalltalk,0,oob,oob
C++,JavaScript,408,procedural,oob
C++,Java,269,procedural,oob
C++,Python,755,procedural,oob
C++,HTML,245,procedural,declarative
C++,Ruby,87,procedural,oob
C++,PHP,70,procedural,procedural
C++,C++,9962,procedural,procedural
C++,C#,136,procedural,oob
C++,TypeScript,47,procedural,oob
C++,CSS,124,procedural,declarative
C++,Go,86,procedural,multi
C++,C,573,procedural,imperative
C++,Shell,262,procedural,scripted
C++,Swift,32,procedural,multi
C++,Scala,20,procedural,multi
C++,PowerShell,8,procedural,scripted
C++,Jupyter Notebook,54,procedural,oob
C++,Rust,34,procedural,multi
C++,Objective-C,38,procedural,oob
C++,Kotlin,19,procedural,oob
C++,R,20,procedural,multi
C++,Lua,46,procedural,multi
C++,Perl,28,procedural,multi
C++,Julia,6,procedural,multi
C++,Groovy,10,procedural,functional
C++,Elixir,2,procedural,functional
C++,CoffeeScript,5,procedural,multi
C++,Haskell,7,procedural,functional
C++,Clojure,2,procedural,functional
C++,OCaml,4,procedural,functional
C++,Matlab,10,procedural,multi
C++,Nix,4,procedural,declarative
C++,Vim script,7,procedural,scripted
C++,Erlang,5,procedural,functional
C++,Dart,18,procedural,oob
C++,XSLT,11,procedural,declarative
C++,Emacs Lisp,8,procedural,scripted
C++,Visual Basic,4,procedural,multi
C++,Arduino,27,procedural,imperative
C++,PLpgSQL,5,procedural,declarative
C++,D,4,procedural,multi
C++,Assembly,12,procedural,machine
C++,Fortran,14,procedural,imperative
C++,F#,2,procedural,multi
C++,Batchfile,7,procedural,scripted
C++,Mathematica,1,procedural,undefined
C++,Crystal,0,procedural,oob
C++,Apex,0,procedural,undefined
C++,Elm,2,procedural,declarative
C++,Smalltalk,0,procedural,oob
PHP,JavaScript,986,procedural,oob
PHP,Java,253,procedural,oob
PHP,Python,281,procedural,oob
PHP,HTML,572,procedural,declarative
PHP,Ruby,159,procedural,oob
PHP,PHP,11329,procedural,procedural
PHP,C++,70,procedural,procedural
PHP,C#,104,procedural,oob
PHP,TypeScript,91,procedural,oob
PHP,CSS,403,procedural,declarative
PHP,Go,89,procedural,multi
PHP,C,81,procedural,imperative
PHP,Shell,221,procedural,scripted
PHP,Swift,26,procedural,multi
PHP,Scala,7,procedural,multi
PHP,PowerShell,4,procedural,scripted
PHP,Jupyter Notebook,4,procedural,oob
PHP,Rust,9,procedural,multi
PHP,Objective-C,21,procedural,oob
PHP,Kotlin,7,procedural,oob
PHP,R,6,procedural,multi
PHP,Lua,11,procedural,multi
PHP,Perl,23,procedural,multi
PHP,Julia,1,procedural,multi
PHP,Groovy,6,procedural,functional
PHP,Elixir,11,procedural,functional
PHP,CoffeeScript,13,procedural,multi
PHP,Haskell,4,procedural,functional
PHP,Clojure,1,procedural,functional
PHP,OCaml,0,procedural,functional
PHP,Matlab,2,procedural,multi
PHP,Nix,2,procedural,declarative
PHP,Vim script,9,procedural,scripted
PHP,Erlang,2,procedural,functional
PHP,Dart,2,procedural,oob
PHP,XSLT,18,procedural,declarative
PHP,Emacs Lisp,0,procedural,scripted
PHP,Visual Basic,3,procedural,multi
PHP,Arduino,1,procedural,imperative
PHP,PLpgSQL,6,procedural,declarative
PHP,D,0,procedural,multi
PHP,Assembly,1,procedural,machine
PHP,Fortran,0,procedural,imperative
PHP,F#,1,procedural,multi
PHP,Batchfile,0,procedural,scripted
PHP,Mathematica,1,procedural,undefined
PHP,Crystal,2,procedural,oob
PHP,Apex,0,procedural,undefined
PHP,Elm,2,procedural,declarative
PHP,Smalltalk,1,procedural,oob
Batchfile,JavaScript,14,scripted,oob
Batchfile,Java,6,scripted,oob
Batchfile,Python,15,scripted,oob
Batchfile,HTML,5,scripted,declarative
Batchfile,Ruby,0,scripted,oob
Batchfile,PHP,0,scripted,procedural
Batchfile,C++,7,scripted,procedural
Batchfile,C#,3,scripted,oob
Batchfile,TypeScript,6,scripted,oob
Batchfile,CSS,7,scripted,declarative
Batchfile,Go,0,scripted,multi
Batchfile,C,4,scripted,imperative
Batchfile,Shell,10,scripted,scripted
Batchfile,Swift,0,scripted,multi
Batchfile,Scala,0,scripted,multi
Batchfile,PowerShell,20,scripted,scripted
Batchfile,Jupyter Notebook,2,scripted,oob
Batchfile,Rust,1,scripted,multi
Batchfile,Objective-C,0,scripted,oob
Batchfile,Kotlin,0,scripted,oob
Batchfile,R,0,scripted,multi
Batchfile,Lua,0,scripted,multi
Batchfile,Perl,2,scripted,multi
Batchfile,Julia,0,scripted,multi
Batchfile,Groovy,0,scripted,functional
Batchfile,Elixir,0,scripted,functional
Batchfile,CoffeeScript,1,scripted,multi
Batchfile,Haskell,0,scripted,functional
Batchfile,Clojure,0,scripted,functional
Batchfile,OCaml,0,scripted,functional
Batchfile,Matlab,0,scripted,multi
Batchfile,Nix,0,scripted,declarative
Batchfile,Vim script,0,scripted,scripted
Batchfile,Erlang,0,scripted,functional
Batchfile,Dart,0,scripted,oob
Batchfile,XSLT,0,scripted,declarative
Batchfile,Emacs Lisp,0,scripted,scripted
Batchfile,Visual Basic,1,scripted,multi
Batchfile,Arduino,0,scripted,imperative
Batchfile,PLpgSQL,1,scripted,declarative
Batchfile,D,0,scripted,multi
Batchfile,Assembly,0,scripted,machine
Batchfile,Fortran,1,scripted,imperative
Batchfile,F#,1,scripted,multi
Batchfile,Batchfile,147,scripted,scripted
Batchfile,Mathematica,0,scripted,undefined
Batchfile,Crystal,0,scripted,oob
Batchfile,Apex,0,scripted,undefined
Batchfile,Elm,0,scripted,declarative
Batchfile,Smalltalk,0,scripted,oob
Emacs Lisp,JavaScript,13,scripted,oob
Emacs Lisp,Java,4,scripted,oob
Emacs Lisp,Python,23,scripted,oob
Emacs Lisp,HTML,7,scripted,declarative
Emacs Lisp,Ruby,10,scripted,oob
Emacs Lisp,PHP,0,scripted,procedural
Emacs Lisp,C++,8,scripted,procedural
Emacs Lisp,C#,0,scripted,oob
Emacs Lisp,TypeScript,1,scripted,oob
Emacs Lisp,CSS,6,scripted,declarative
Emacs Lisp,Go,9,scripted,multi
Emacs Lisp,C,10,scripted,imperative
Emacs Lisp,Shell,6,scripted,scripted
Emacs Lisp,Swift,1,scripted,multi
Emacs Lisp,Scala,3,scripted,multi
Emacs Lisp,PowerShell,0,scripted,scripted
Emacs Lisp,Jupyter Notebook,1,scripted,oob
Emacs Lisp,Rust,4,scripted,multi
Emacs Lisp,Objective-C,1,scripted,oob
Emacs Lisp,Kotlin,0,scripted,oob
Emacs Lisp,R,3,scripted,multi
Emacs Lisp,Lua,0,scripted,multi
Emacs Lisp,Perl,1,scripted,multi
Emacs Lisp,Julia,1,scripted,multi
Emacs Lisp,Groovy,0,scripted,functional
Emacs Lisp,Elixir,2,scripted,functional
Emacs Lisp,CoffeeScript,0,scripted,multi
Emacs Lisp,Haskell,8,scripted,functional
Emacs Lisp,Clojure,7,scripted,functional
Emacs Lisp,OCaml,1,scripted,functional
Emacs Lisp,Matlab,0,scripted,multi
Emacs Lisp,Nix,3,scripted,declarative
Emacs Lisp,Vim script,0,scripted,scripted
Emacs Lisp,Erlang,0,scripted,functional
Emacs Lisp,Dart,0,scripted,oob
Emacs Lisp,XSLT,0,scripted,declarative
Emacs Lisp,Emacs Lisp,286,scripted,scripted
Emacs Lisp,Visual Basic,0,scripted,multi
Emacs Lisp,Arduino,0,scripted,imperative
Emacs Lisp,PLpgSQL,0,scripted,declarative
Emacs Lisp,D,1,scripted,multi
Emacs Lisp,Assembly,3,scripted,machine
Emacs Lisp,Fortran,0,scripted,imperative
Emacs Lisp,F#,0,scripted,multi
Emacs Lisp,Batchfile,0,scripted,scripted
Emacs Lisp,Mathematica,0,scripted,undefined
Emacs Lisp,Crystal,0,scripted,oob
Emacs Lisp,Apex,0,scripted,undefined
Emacs Lisp,Elm,1,scripted,declarative
Emacs Lisp,Smalltalk,0,scripted,oob
PowerShell,JavaScript,50,scripted,oob
PowerShell,Java,7,scripted,oob
PowerShell,Python,29,scripted,oob
PowerShell,HTML,15,scripted,declarative
PowerShell,Ruby,18,scripted,oob
PowerShell,PHP,4,scripted,procedural
PowerShell,C++,8,scripted,procedural
PowerShell,C#,74,scripted,oob
PowerShell,TypeScript,18,scripted,oob
PowerShell,CSS,13,scripted,declarative
PowerShell,Go,6,scripted,multi
PowerShell,C,19,scripted,imperative
PowerShell,Shell,20,scripted,scripted
PowerShell,Swift,0,scripted,multi
PowerShell,Scala,1,scripted,multi
PowerShell,PowerShell,812,scripted,scripted
PowerShell,Jupyter Notebook,1,scripted,oob
PowerShell,Rust,3,scripted,multi
PowerShell,Objective-C,1,scripted,oob
PowerShell,Kotlin,0,scripted,oob
PowerShell,R,0,scripted,multi
PowerShell,Lua,2,scripted,multi
PowerShell,Perl,1,scripted,multi
PowerShell,Julia,0,scripted,multi
PowerShell,Groovy,3,scripted,functional
PowerShell,Elixir,1,scripted,functional
PowerShell,CoffeeScript,1,scripted,multi
PowerShell,Haskell,0,scripted,functional
PowerShell,Clojure,0,scripted,functional
PowerShell,OCaml,0,scripted,functional
PowerShell,Matlab,0,scripted,multi
PowerShell,Nix,1,scripted,declarative
PowerShell,Vim script,1,scripted,scripted
PowerShell,Erlang,0,scripted,functional
PowerShell,Dart,0,scripted,oob
PowerShell,XSLT,0,scripted,declarative
PowerShell,Emacs Lisp,0,scripted,scripted
