cohort,column,language,metric,value
2017-07,payload.pull_request.comments,Pascal,count,210.0
2017-07,payload.pull_request.comments,Pep8,count,
2017-07,payload.pull_request.comments,Perl,count,2444.0
2017-07,payload.pull_request.comments,Perl 6,count,41.0
2017-07,payload.pull_request.comments,Perl6,count,140.0
2017-07,payload.pull_request.comments,PicoLisp,count,2.0
2017-07,payload.pull_request.comments,PigLatin,count,
2017-07,payload.pull_request.comments,Pony,count,19.0
2017-07,payload.pull_request.comments,PostScript,count,191.0
2017-07,payload.pull_request.comments,PowerBuilder,count,71.0
2017-07,payload.pull_request.comments,PowerShell,count,8344.0
2017-07,payload.pull_request.comments,Processing,count,189.0
2017-07,payload.pull_request.comments,Prolog,count,28.0
2017-07,payload.pull_request.comments,Propeller Spin,count,
2017-07,payload.pull_request.comments,Protocol Buffer,count,162.0
2017-07,payload.pull_request.comments,Puppet,count,638.0
2017-07,payload.pull_request.comments,Pure Data,count,14.0
2017-07,payload.pull_request.comments,PureBasic,count,13.0
2017-07,payload.pull_request.comments,PureScript,count,267.0
2017-07,payload.pull_request.comments,Python,count,86787.0
2017-07,payload.pull_request.comments,QML,count,201.0
2017-07,payload.pull_request.comments,QMake,count,13.0
2017-07,payload.pull_request.comments,R,count,3124.0
2017-07,payload.pull_request.comments,RAML,count,46.0
2017-07,payload.pull_request.comments,REALbasic,count,2.0
2017-07,payload.pull_request.comments,REXX,count,
2017-07,payload.pull_request.comments,Racket,count,173.0
2017-07,payload.pull_request.comments,Ragel,count,2.0
2017-07,payload.pull_request.comments,Ragel in Ruby Host,count,
2017-07,payload.pull_request.comments,Rascal,count,19.0
2017-07,payload.pull_request.comments,Rebol,count,7.0
2017-07,payload.pull_request.comments,Red,count,7.0
2017-07,payload.pull_request.comments,Ren'Py,count,10.0
2017-07,payload.pull_request.comments,RenderScript,count,
2017-07,payload.pull_request.comments,Ring,count,10.0
2017-07,payload.pull_request.comments,RobotFramework,count,32.0
2017-07,payload.pull_request.comments,Roff,count,400.0
2017-07,payload.pull_request.comments,Ruby,count,56390.0
2017-07,payload.pull_request.comments,Rust,count,5193.0
2017-07,payload.pull_request.comments,SAS,count,46.0
2017-07,payload.pull_request.comments,SMT,count,31.0
2017-07,payload.pull_request.comments,SQF,count,199.0
2017-07,payload.pull_request.comments,SQLPL,count,69.0
2017-07,payload.pull_request.comments,SRecode Template,count,5.0
2017-07,payload.pull_request.comments,SaltStack,count,463.0
2017-07,payload.pull_request.comments,Scala,count,8369.0
2017-07,payload.pull_request.comments,Scheme,count,127.0
2017-07,payload.pull_request.comments,Scilab,count,20.0
2017-07,payload.pull_request.comments,Self,count,
2017-07,payload.pull_request.comments,ShaderLab,count,33.0
2017-07,payload.pull_request.comments,Shell,count,17987.0
2017-07,payload.pull_request.comments,Shen,count,
2017-07,payload.pull_request.comments,Slash,count,1.0
2017-07,payload.pull_request.comments,Smali,count,11.0
2017-07,payload.pull_request.comments,Smalltalk,count,236.0
2017-07,payload.pull_request.comments,Smarty,count,614.0
2017-07,payload.pull_request.comments,SourcePawn,count,101.0
2017-07,payload.pull_request.comments,Squirrel,count,10.0
2017-07,payload.pull_request.comments,Stan,count,6.0
2017-07,payload.pull_request.comments,Standard ML,count,120.0
2017-07,payload.pull_request.comments,Stata,count,27.0
2017-07,payload.pull_request.comments,SuperCollider,count,22.0
2017-07,payload.pull_request.comments,Swift,count,7840.0
2017-07,payload.pull_request.comments,SystemVerilog,count,9.0
2017-07,payload.pull_request.comments,TI Program,count,
2017-07,payload.pull_request.comments,TLA,count,1.0
2017-07,payload.pull_request.comments,TXL,count,
2017-07,payload.pull_request.comments,Tcl,count,200.0
2017-07,payload.pull_request.comments,TeX,count,1583.0
2017-07,payload.pull_request.comments,Terra,count,6.0
2017-07,payload.pull_request.comments,Thrift,count,26.0
2017-07,payload.pull_request.comments,Turing,count,
2017-07,payload.pull_request.comments,TypeScript,count,22563.0
2017-07,payload.pull_request.comments,Uno,count,2.0
2017-07,payload.pull_request.comments,UnrealScript,count,8.0
2017-07,payload.pull_request.comments,UrWeb,count,1.0
2017-07,payload.pull_request.comments,VCL,count,
2017-07,payload.pull_request.comments,VHDL,count,84.0
2017-07,payload.pull_request.comments,Vala,count,331.0
2017-07,payload.pull_request.comments,Verilog,count,117.0
2017-07,payload.pull_request.comments,Vim script,count,980.0
2017-07,payload.pull_request.comments,VimL,count,76.0
2017-07,payload.pull_request.comments,Visual Basic,count,691.0
2017-07,payload.pull_request.comments,Volt,count,
2017-07,payload.pull_request.comments,Vue,count,2364.0
2017-07,payload.pull_request.comments,Web Ontology Language,count,289.0
2017-07,payload.pull_request.comments,WebAssembly,count,24.0
2017-07,payload.pull_request.comments,WebIDL,count,
2017-07,payload.pull_request.comments,X10,count,
2017-07,payload.pull_request.comments,XC,count,66.0
2017-07,payload.pull_request.comments,XML,count,
2017-07,payload.pull_request.comments,XProc,count,
2017-07,payload.pull_request.comments,XQuery,count,91.0
2017-07,payload.pull_request.comments,XS,count,2.0
2017-07,payload.pull_request.comments,XSLT,count,691.0
2017-07,payload.pull_request.comments,Xojo,count,2.0
2017-07,payload.pull_request.comments,Xtend,count,92.0
2017-07,payload.pull_request.comments,Yacc,count,46.0
2017-07,payload.pull_request.comments,Zephir,count,
2017-07,payload.pull_request.comments,eC,count,1.0
2017-07,payload.pull_request.comments,nesC,count,13.0
2017-07,payload.pull_request.comments,ooc,count,2.0
2017-07,payload.pull_request.comments,wdl,count,
2017-07,payload.pull_request.comments,xBase,count,13.0
2017-08,payload.pull_request.comments,1C Enterprise,count,96.0
2017-08,payload.pull_request.comments,ABAP,count,39.0
2017-08,payload.pull_request.comments,AGS Script,count,12.0
2017-08,payload.pull_request.comments,AMPL,count,21.0
2017-08,payload.pull_request.comments,ANTLR,count,41.0
2017-08,payload.pull_request.comments,API Blueprint,count,157.0
2017-08,payload.pull_request.comments,APL,count,4.0
2017-08,payload.pull_request.comments,ASP,count,246.0
2017-08,payload.pull_request.comments,ATS,count,
2017-08,payload.pull_request.comments,ActionScript,count,220.0
2017-08,payload.pull_request.comments,Ada,count,27.0
2017-08,payload.pull_request.comments,Agda,count,8.0
2017-08,payload.pull_request.comments,Alloy,count,5.0
2017-08,payload.pull_request.comments,AngelScript,count,
2017-08,payload.pull_request.comments,ApacheConf,count,194.0
2017-08,payload.pull_request.comments,Apex,count,274.0
2017-08,payload.pull_request.comments,AppleScript,count,3.0
2017-08,payload.pull_request.comments,Arc,count,
2017-08,payload.pull_request.comments,Arduino,count,469.0
2017-08,payload.pull_request.comments,AspectJ,count,3.0
2017-08,payload.pull_request.comments,Assembly,count,351.0
2017-08,payload.pull_request.comments,Augeas,count,8.0
2017-08,payload.pull_request.comments,AutoHotkey,count,29.0
2017-08,payload.pull_request.comments,AutoIt,count,8.0
2017-08,payload.pull_request.comments,Awk,count,5.0
2017-08,payload.pull_request.comments,Ballerina,count,
2017-08,payload.pull_request.comments,Batchfile,count,407.0
2017-08,payload.pull_request.comments,Bison,count,
2017-08,payload.pull_request.comments,BitBake,count,209.0
2017-08,payload.pull_request.comments,BlitzBasic,count,
2017-08,payload.pull_request.comments,BlitzMax,count,
2017-08,payload.pull_request.comments,Bluespec,count,
2017-08,payload.pull_request.comments,Brainfuck,count,
2017-08,payload.pull_request.comments,Brightscript,count,8.0
2017-08,payload.pull_request.comments,Bro,count,1.0
2017-08,payload.pull_request.comments,C,count,18877.0
2017-08,payload.pull_request.comments,C#,count,26988.0
2017-08,payload.pull_request.comments,C++,count,35423.0
2017-08,payload.pull_request.comments,CLIPS,count,1.0
2017-08,payload.pull_request.comments,CMake,count,722.0
2017-08,payload.pull_request.comments,COBOL,count,7.0
2017-08,payload.pull_request.comments,CSS,count,27921.0
2017-08,payload.pull_request.comments,CWeb,count,
2017-08,payload.pull_request.comments,CartoCSS,count,53.0
2017-08,payload.pull_request.comments,Ceylon,count,11.0
2017-08,payload.pull_request.comments,Chapel,count,251.0
2017-08,payload.pull_request.comments,ChucK,count,
2017-08,payload.pull_request.comments,Cirru,count,4.0
2017-08,payload.pull_request.comments,Clean,count,2.0
2017-08,payload.pull_request.comments,Clojure,count,1340.0
2017-08,payload.pull_request.comments,CoffeeScript,count,1866.0
2017-08,payload.pull_request.comments,ColdFusion,count,189.0
2017-08,payload.pull_request.comments,Common Lisp,count,252.0
2017-08,payload.pull_request.comments,Component Pascal,count,6.0
2017-08,payload.pull_request.comments,Cool,count,
2017-08,payload.pull_request.comments,Coq,count,84.0
2017-08,payload.pull_request.comments,Crystal,count,282.0
2017-08,payload.pull_request.comments,Csound,count,
2017-08,payload.pull_request.comments,Csound Document,count,
2017-08,payload.pull_request.comments,Cucumber,count,2.0
2017-08,payload.pull_request.comments,Cuda,count,54.0
2017-08,payload.pull_request.comments,D,count,535.0
2017-08,payload.pull_request.comments,DIGITAL Command Language,count,49.0
2017-08,payload.pull_request.comments,DM,count,3124.0
2017-08,payload.pull_request.comments,DOT,count,
2017-08,payload.pull_request.comments,DTrace,count,10.0
2017-08,payload.pull_request.comments,Dart,count,777.0
2017-08,payload.pull_request.comments,DataWeave,count,
2017-08,payload.pull_request.comments,Delphi,count,1.0
2017-08,payload.pull_request.comments,Diff,count,2.0
2017-08,payload.pull_request.comments,Dylan,count,
2017-08,payload.pull_request.comments,E,count,
2017-08,payload.pull_request.comments,ECL,count,6.0
2017-08,payload.pull_request.comments,EQ,count,
2017-08,payload.pull_request.comments,Eagle,count,167.0
2017-08,payload.pull_request.comments,Eiffel,count,13.0
2017-08,payload.pull_request.comments,Elixir,count,2472.0
2017-08,payload.pull_request.comments,Elm,count,358.0
2017-08,payload.pull_request.comments,Emacs Lisp,count,768.0
2017-08,payload.pull_request.comments,EmberScript,count,17.0
2017-08,payload.pull_request.comments,Erlang,count,961.0
2017-08,payload.pull_request.comments,F#,count,461.0
2017-08,payload.pull_request.comments,FLUX,count,
2017-08,payload.pull_request.comments,FORTRAN,count,18.0
2017-08,payload.pull_request.comments,Factor,count,5.0
2017-08,payload.pull_request.comments,Forth,count,9.0
2017-08,payload.pull_request.comments,Fortran,count,546.0
2017-08,payload.pull_request.comments,FreeMarker,count,211.0
2017-08,payload.pull_request.comments,GAMS,count,34.0
2017-08,payload.pull_request.comments,GAP,count,132.0
2017-08,payload.pull_request.comments,GCC Machine Description,count,34.0
2017-08,payload.pull_request.comments,GDB,count,2.0
2017-08,payload.pull_request.comments,GDScript,count,74.0
2017-08,payload.pull_request.comments,GLSL,count,77.0
2017-08,payload.pull_request.comments,Game Maker Language,count,16.0
2017-08,payload.pull_request.comments,Genshi,count,
2017-08,payload.pull_request.comments,Gherkin,count,260.0
2017-08,payload.pull_request.comments,Glyph,count,1.0
2017-08,payload.pull_request.comments,Gnuplot,count,38.0
2017-08,payload.pull_request.comments,Go,count,29838.0
2017-08,payload.pull_request.comments,Gosu,count,68.0
2017-08,payload.pull_request.comments,Grammatical Framework,count,12.0
2017-08,payload.pull_request.comments,Groff,count,1.0
2017-08,payload.pull_request.comments,Groovy,count,2205.0
2017-08,payload.pull_request.comments,HCL,count,1417.0
2017-08,payload.pull_request.comments,HLSL,count,10.0
2017-08,payload.pull_request.comments,HTML,count,61478.0
2017-08,payload.pull_request.comments,Hack,count,40.0
2017-08,payload.pull_request.comments,Handlebars,count,1.0
2017-08,payload.pull_request.comments,Harbour,count,14.0
2017-08,payload.pull_request.comments,Haskell,count,2198.0
2017-08,payload.pull_request.comments,Haxe,count,191.0
2017-08,payload.pull_request.comments,Hy,count,1.0
2017-08,payload.pull_request.comments,HyPhy,count,5.0
2017-08,payload.pull_request.comments,IDL,count,14.0
2017-08,payload.pull_request.comments,IGOR Pro,count,4.0
2017-08,payload.pull_request.comments,Idris,count,27.0
2017-08,payload.pull_request.comments,Inform 7,count,25.0
2017-08,payload.pull_request.comments,Inno Setup,count,12.0
2017-08,payload.pull_request.comments,Io,count,5.0
2017-08,payload.pull_request.comments,Isabelle,count,9.0
2017-08,payload.pull_request.comments,Jasmin,count,
2017-08,payload.pull_request.comments,Java,count,75750.0
2017-08,payload.pull_request.comments,JavaScript,count,185346.0
2017-08,payload.pull_request.comments,Jolie,count,4.0
2017-08,payload.pull_request.comments,Julia,count,2531.0
2017-08,payload.pull_request.comments,Jupyter Notebook,count,3749.0
2017-08,payload.pull_request.comments,KiCad,count,99.0
2017-08,payload.pull_request.comments,Kotlin,count,2608.0
2017-08,payload.pull_request.comments,LLVM,count,32.0
2017-08,payload.pull_request.comments,LOLCODE,count,1.0
2017-08,payload.pull_request.comments,LSL,count,20.0
2017-08,payload.pull_request.comments,LabVIEW,count,34.0
2017-08,payload.pull_request.comments,Lasso,count,1.0
2017-08,payload.pull_request.comments,Lean,count,11.0
2017-08,payload.pull_request.comments,Lex,count,2.0
2017-08,payload.pull_request.comments,LilyPond,count,7.0
2017-08,payload.pull_request.comments,Limbo,count,
2017-08,payload.pull_request.comments,Liquid,count,118.0
2017-08,payload.pull_request.comments,LiveScript,count,20.0
2017-08,payload.pull_request.comments,Logos,count,173.0
2017-08,payload.pull_request.comments,Logtalk,count,10.0
2017-08,payload.pull_request.comments,LookML,count,47.0
2017-08,payload.pull_request.comments,LoomScript,count,
2017-08,payload.pull_request.comments,Lua,count,3336.0
2017-08,payload.pull_request.comments,M,count,29.0
2017-08,payload.pull_request.comments,M4,count,58.0
2017-08,payload.pull_request.comments,MAXScript,count,20.0
2017-08,payload.pull_request.comments,MQL4,count,1.0
2017-08,payload.pull_request.comments,MQL5,count,
2017-08,payload.pull_request.comments,Makefile,count,2353.0
2017-08,payload.pull_request.comments,Mako,count,7.0
2017-08,payload.pull_request.comments,Mask,count,5.0
2017-08,payload.pull_request.comments,Mathematica,count,181.0
2017-08,payload.pull_request.comments,Matlab,count,914.0
2017-08,payload.pull_request.comments,Max,count,8.0
2017-08,payload.pull_request.comments,Mercury,count,1.0
2017-08,payload.pull_request.comments,Meson,count,
2017-08,payload.pull_request.comments,Metal,count,1.0
2017-08,payload.pull_request.comments,Modelica,count,92.0
2017-08,payload.pull_request.comments,Modula-2,count,1.0
2017-08,payload.pull_request.comments,Monkey,count,
2017-08,payload.pull_request.comments,MoonScript,count,8.0
2017-08,payload.pull_request.comments,NCL,count,5.0
2017-08,payload.pull_request.comments,NSIS,count,114.0
2017-08,payload.pull_request.comments,Nemerle,count,1.0
2017-08,payload.pull_request.comments,NetLogo,count,9.0
2017-08,payload.pull_request.comments,NewLisp,count,
2017-08,payload.pull_request.comments,Nginx,count,161.0
2017-08,payload.pull_request.comments,Nim,count,133.0
2017-08,payload.pull_request.comments,Nimrod,count,5.0
2017-08,payload.pull_request.comments,Nix,count,1026.0
2017-08,payload.pull_request.comments,OCaml,count,1213.0
2017-08,payload.pull_request.comments,Objective-C,count,5146.0
2017-08,payload.pull_request.comments,Objective-C++,count,61.0
2017-08,payload.pull_request.comments,Objective-J,count,11.0
2017-08,payload.pull_request.comments,OpenEdge ABL,count,18.0
2017-08,payload.pull_request.comments,OpenSCAD,count,22.0
2017-08,payload.pull_request.comments,Ox,count,
2017-08,payload.pull_request.comments,Oz,count,
2017-08,payload.pull_request.comments,P4,count,45.0
2017-08,payload.pull_request.comments,PAWN,count,18.0
2017-08,payload.pull_request.comments,PHP,count,45936.0
2017-08,payload.pull_request.comments,PLSQL,count,205.0
2017-08,payload.pull_request.comments,PLpgSQL,count,766.0
2017-08,payload.pull_request.comments,POV-Ray SDL,count,11.0
2017-08,payload.pull_request.comments,Pan,count,3.0
2017-08,payload.pull_request.comments,Papyrus,count,1.0
2017-08,payload.pull_request.comments,Parrot,count,2.0
2017-08,payload.pull_request.comments,Pascal,count,227.0
2017-08,payload.pull_request.comments,Pep8,count,
2017-08,payload.pull_request.comments,Perl,count,2471.0
2017-08,payload.pull_request.comments,Perl 6,count,171.0
2017-08,payload.pull_request.comments,Perl6,count,36.0
2017-08,payload.pull_request.comments,PicoLisp,count,1.0
2017-08,payload.pull_request.comments,PigLatin,count,
2017-08,payload.pull_request.comments,Pony,count,19.0
2017-08,payload.pull_request.comments,PostScript,count,223.0
2017-08,payload.pull_request.comments,PowerBuilder,count,65.0
2017-08,payload.pull_request.comments,PowerShell,count,7568.0
2017-08,payload.pull_request.comments,Processing,count,156.0
2017-08,payload.pull_request.comments,Prolog,count,35.0
2017-08,payload.pull_request.comments,Propeller Spin,count,
2017-08,payload.pull_request.comments,Protocol Buffer,count,379.0
2017-08,payload.pull_request.comments,Puppet,count,752.0
2017-08,payload.pull_request.comments,Pure Data,count,3.0
2017-08,payload.pull_request.comments,PureBasic,count,11.0
2017-08,payload.pull_request.comments,PureScript,count,248.0
2017-08,payload.pull_request.comments,Python,count,90968.0
2017-08,payload.pull_request.comments,QML,count,218.0
2017-08,payload.pull_request.comments,QMake,count,13.0
2017-08,payload.pull_request.comments,R,count,3096.0
2017-08,payload.pull_request.comments,RAML,count,86.0
2017-08,payload.pull_request.comments,REALbasic,count,
2017-08,payload.pull_request.comments,REXX,count,
2017-08,payload.pull_request.comments,Racket,count,122.0
2017-08,payload.pull_request.comments,Ragel,count,14.0
2017-08,payload.pull_request.comments,Ragel in Ruby Host,count,
2017-08,payload.pull_request.comments,Rascal,count,17.0
2017-08,payload.pull_request.comments,Rebol,count,1.0
2017-08,payload.pull_request.comments,Red,count,17.0
2017-08,payload.pull_request.comments,Ren'Py,count,11.0
2017-08,payload.pull_request.comments,RenderScript,count,2.0
2017-08,payload.pull_request.comments,Ring,count,32.0
2017-08,payload.pull_request.comments,RobotFramework,count,41.0
2017-08,payload.pull_request.comments,Roff,count,489.0
2017-08,payload.pull_request.comments,Ruby,count,63462.0
2017-08,payload.pull_request.comments,Rust,count,5184.0
2017-08,payload.pull_request.comments,SAS,count,46.0
2017-08,payload.pull_request.comments,SMT,count,25.0
2017-08,payload.pull_request.comments,SQF,count,206.0
2017-08,payload.pull_request.comments,SQLPL,count,92.0
2017-08,payload.pull_request.comments,SRecode Template,count,30.0
2017-08,payload.pull_request.comments,SaltStack,count,423.0
2017-08,payload.pull_request.comments,Scala,count,8702.0
2017-08,payload.pull_request.comments,Scheme,count,138.0
2017-08,payload.pull_request.comments,Scilab,count,27.0
2017-08,payload.pull_request.comments,Self,count,
2017-08,payload.pull_request.comments,ShaderLab,count,19.0
2017-08,payload.pull_request.comments,Shell,count,18208.0
2017-08,payload.pull_request.comments,Shen,count,
2017-08,payload.pull_request.comments,Slash,count,7.0
2017-08,payload.pull_request.comments,Smali,count,16.0
2017-08,payload.pull_request.comments,Smalltalk,count,164.0
2017-08,payload.pull_request.comments,Smarty,count,692.0
2017-08,payload.pull_request.comments,SourcePawn,count,106.0
2017-08,payload.pull_request.comments,Squirrel,count,39.0
2017-08,payload.pull_request.comments,Stan,count,10.0
2017-08,payload.pull_request.comments,Standard ML,count,111.0
2017-08,payload.pull_request.comments,Stata,count,28.0
2017-08,payload.pull_request.comments,SuperCollider,count,15.0
2017-08,payload.pull_request.comments,Swift,count,8139.0
2017-08,payload.pull_request.comments,SystemVerilog,count,17.0
2017-08,payload.pull_request.comments,TI Program,count,
2017-08,payload.pull_request.comments,TLA,count,
2017-08,payload.pull_request.comments,TXL,count,
2017-08,payload.pull_request.comments,Tcl,count,170.0
2017-08,payload.pull_request.comments,TeX,count,1576.0
2017-08,payload.pull_request.comments,Terra,count,6.0
2017-08,payload.pull_request.comments,Thrift,count,12.0
2017-08,payload.pull_request.comments,Turing,count,
2017-08,payload.pull_request.comments,TypeScript,count,24809.0
2017-08,payload.pull_request.comments,Uno,count,1.0
2017-08,payload.pull_request.comments,UnrealScript,count,13.0
2017-08,payload.pull_request.comments,UrWeb,count,
2017-08,payload.pull_request.comments,VCL,count,
2017-08,payload.pull_request.comments,VHDL,count,58.0
2017-08,payload.pull_request.comments,Vala,count,312.0
2017-08,payload.pull_request.comments,Verilog,count,45.0
2017-08,payload.pull_request.comments,Vim script,count,997.0
2017-08,payload.pull_request.comments,VimL,count,72.0
2017-08,payload.pull_request.comments,Visual Basic,count,674.0
2017-08,payload.pull_request.comments,Volt,count,1.0
2017-08,payload.pull_request.comments,Vue,count,2555.0
2017-08,payload.pull_request.comments,Web Ontology Language,count,236.0
2017-08,payload.pull_request.comments,WebAssembly,count,105.0
2017-08,payload.pull_request.comments,WebIDL,count,1.0
2017-08,payload.pull_request.comments,X10,count,
2017-08,payload.pull_request.comments,XC,count,19.0
2017-08,payload.pull_request.comments,XML,count,
2017-08,payload.pull_request.comments,XProc,count,
2017-08,payload.pull_request.comments,XQuery,count,71.0
2017-08,payload.pull_request.comments,XS,count,
2017-08,payload.pull_request.comments,XSLT,count,924.0
2017-08,payload.pull_request.comments,Xojo,count,1.0
2017-08,payload.pull_request.comments,Xtend,count,40.0
2017-08,payload.pull_request.comments,Yacc,count,50.0
2017-08,payload.pull_request.comments,Zephir,count,
2017-08,payload.pull_request.comments,eC,count,1.0
2017-08,payload.pull_request.comments,nesC,count,2.0
2017-08,payload.pull_request.comments,ooc,count,6.0
2017-08,payload.pull_request.comments,wdl,count,
2017-08,payload.pull_request.comments,xBase,count,1.0
2017-09,payload.pull_request.comments,1C Enterprise,count,39.0
2017-09,payload.pull_request.comments,ABAP,count,29.0
2017-09,payload.pull_request.comments,AGS Script,count,22.0
2017-09,payload.pull_request.comments,AMPL,count,16.0
2017-09,payload.pull_request.comments,ANTLR,count,24.0
2017-09,payload.pull_request.comments,API Blueprint,count,125.0
2017-09,payload.pull_request.comments,APL,count,13.0
2017-09,payload.pull_request.comments,ASP,count,134.0
2017-09,payload.pull_request.comments,ATS,count,
2017-09,payload.pull_request.comments,ActionScript,count,111.0
2017-09,payload.pull_request.comments,Ada,count,21.0
2017-09,payload.pull_request.comments,Agda,count,5.0
2017-09,payload.pull_request.comments,Alloy,count,
2017-09,payload.pull_request.comments,AngelScript,count,
2017-09,payload.pull_request.comments,ApacheConf,count,202.0
2017-09,payload.pull_request.comments,Apex,count,268.0
2017-09,payload.pull_request.comments,AppleScript,count,8.0
2017-09,payload.pull_request.comments,Arc,count,
2017-09,payload.pull_request.comments,Arduino,count,515.0
2017-09,payload.pull_request.comments,AspectJ,count,
2017-09,payload.pull_request.comments,Assembly,count,459.0
2017-09,payload.pull_request.comments,Augeas,count,19.0
2017-09,payload.pull_request.comments,AutoHotkey,count,51.0
2017-09,payload.pull_request.comments,AutoIt,count,20.0
2017-09,payload.pull_request.comments,Awk,count,15.0
2017-09,payload.pull_request.comments,Ballerina,count,
2017-09,payload.pull_request.comments,Batchfile,count,427.0
2017-09,payload.pull_request.comments,Bison,count,
2017-09,payload.pull_request.comments,BitBake,count,188.0
2017-09,payload.pull_request.comments,BlitzBasic,count,
2017-09,payload.pull_request.comments,BlitzMax,count,
2017-09,payload.pull_request.comments,Bluespec,count,
2017-09,payload.pull_request.comments,Brainfuck,count,12.0
2017-09,payload.pull_request.comments,Brightscript,count,20.0
2017-09,payload.pull_request.comments,Bro,count,7.0
2017-09,payload.pull_request.comments,C,count,18999.0
2017-09,payload.pull_request.comments,C#,count,27052.0
2017-09,payload.pull_request.comments,C++,count,33935.0
2017-09,payload.pull_request.comments,CLIPS,count,11.0
2017-09,payload.pull_request.comments,CMake,count,898.0
2017-09,payload.pull_request.comments,COBOL,count,9.0
2017-09,payload.pull_request.comments,CSS,count,27105.0
2017-09,payload.pull_request.comments,CWeb,count,
2017-09,payload.pull_request.comments,CartoCSS,count,51.0
2017-09,payload.pull_request.comments,Ceylon,count,13.0
2017-09,payload.pull_request.comments,Chapel,count,276.0
2017-09,payload.pull_request.comments,ChucK,count,
2017-09,payload.pull_request.comments,Cirru,count,
2017-09,payload.pull_request.comments,Clean,count,3.0
2017-09,payload.pull_request.comments,Clojure,count,1467.0
2017-09,payload.pull_request.comments,CoffeeScript,count,1970.0
2017-09,payload.pull_request.comments,ColdFusion,count,203.0
2017-09,payload.pull_request.comments,Common Lisp,count,196.0
2017-09,payload.pull_request.comments,Component Pascal,count,1.0
2017-09,payload.pull_request.comments,Cool,count,
2017-09,payload.pull_request.comments,Coq,count,62.0
2017-09,payload.pull_request.comments,Crystal,count,369.0
2017-09,payload.pull_request.comments,Csound,count,
2017-09,payload.pull_request.comments,Csound Document,count,
2017-09,payload.pull_request.comments,Cucumber,count,4.0
2017-09,payload.pull_request.comments,Cuda,count,60.0
2017-09,payload.pull_request.comments,D,count,452.0
2017-09,payload.pull_request.comments,DIGITAL Command Language,count,63.0
2017-09,payload.pull_request.comments,DM,count,3264.0
2017-09,payload.pull_request.comments,DOT,count,1.0
2017-09,payload.pull_request.comments,DTrace,count,9.0
2017-09,payload.pull_request.comments,Dart,count,861.0
2017-09,payload.pull_request.comments,DataWeave,count,
2017-09,payload.pull_request.comments,Delphi,count,
2017-09,payload.pull_request.comments,Diff,count,
2017-09,payload.pull_request.comments,Dylan,count,
2017-09,payload.pull_request.comments,E,count,3.0
2017-09,payload.pull_request.comments,ECL,count,2.0
2017-09,payload.pull_request.comments,EQ,count,1.0
2017-09,payload.pull_request.comments,Eagle,count,176.0
2017-09,payload.pull_request.comments,Eiffel,count,21.0
2017-09,payload.pull_request.comments,Elixir,count,2275.0
2017-09,payload.pull_request.comments,Elm,count,314.0
2017-09,payload.pull_request.comments,Emacs Lisp,count,673.0
2017-09,payload.pull_request.comments,EmberScript,count,18.0
2017-09,payload.pull_request.comments,Erlang,count,806.0
2017-09,payload.pull_request.comments,F#,count,489.0
2017-09,payload.pull_request.comments,FLUX,count,1.0
2017-09,payload.pull_request.comments,FORTRAN,count,16.0
2017-09,payload.pull_request.comments,Factor,count,2.0
2017-09,payload.pull_request.comments,Forth,count,21.0
2017-09,payload.pull_request.comments,Fortran,count,762.0
2017-09,payload.pull_request.comments,FreeMarker,count,186.0
2017-09,payload.pull_request.comments,GAMS,count,1.0
2017-09,payload.pull_request.comments,GAP,count,139.0
2017-09,payload.pull_request.comments,GCC Machine Description,count,18.0
2017-09,payload.pull_request.comments,GDB,count,
2017-09,payload.pull_request.comments,GDScript,count,34.0
2017-09,payload.pull_request.comments,GLSL,count,46.0
2017-09,payload.pull_request.comments,Game Maker Language,count,24.0
2017-09,payload.pull_request.comments,Genshi,count,1.0
2017-09,payload.pull_request.comments,Gherkin,count,248.0
2017-09,payload.pull_request.comments,Glyph,count,
2017-09,payload.pull_request.comments,Gnuplot,count,33.0
2017-09,payload.pull_request.comments,Go,count,27286.0
2017-09,payload.pull_request.comments,Gosu,count,41.0
2017-09,payload.pull_request.comments,Grammatical Framework,count,
2017-09,payload.pull_request.comments,Groff,count,6.0
2017-09,payload.pull_request.comments,Groovy,count,2283.0
2017-09,payload.pull_request.comments,HCL,count,1416.0
2017-09,payload.pull_request.comments,HLSL,count,2.0
2017-09,payload.pull_request.comments,HTML,count,59904.0
2017-09,payload.pull_request.comments,Hack,count,27.0
2017-09,payload.pull_request.comments,Handlebars,count,
2017-09,payload.pull_request.comments,Harbour,count,10.0
2017-09,payload.pull_request.comments,Haskell,count,1923.0
2017-09,payload.pull_request.comments,Haxe,count,212.0
2017-09,payload.pull_request.comments,Hy,count,
2017-09,payload.pull_request.comments,HyPhy,count,19.0
2017-09,payload.pull_request.comments,IDL,count,22.0
2017-09,payload.pull_request.comments,IGOR Pro,count,16.0
2017-09,payload.pull_request.comments,Idris,count,9.0
2017-09,payload.pull_request.comments,Inform 7,count,49.0
2017-09,payload.pull_request.comments,Inno Setup,count,5.0
2017-09,payload.pull_request.comments,Io,count,1.0
2017-09,payload.pull_request.comments,Isabelle,count,3.0
2017-09,payload.pull_request.comments,Jasmin,count,1.0
2017-09,payload.pull_request.comments,Java,count,77918.0
2017-09,payload.pull_request.comments,JavaScript,count,180848.0
2017-09,payload.pull_request.comments,Jolie,count,
2017-09,payload.pull_request.comments,Julia,count,1981.0
